"pitchno","date","time","paofinning","pitchofpa","pitcher","pitcherid","pitcherthrows","pitcherteam","batter","batterid","batterside","batterteam","pitcherset","inning","top/bottom","outs","balls","strikes","taggedpitchtype","autopitchtype","pitchcall","korbb","taggedhittype","playresult","outsonplay","runsscored","notes","relspeed","vertrelangle","horzrelangle","spinrate","spinaxis","tilt","relheight","relside","extension","vertbreak","inducedvertbreak","horzbreak","platelocheight","platelocside","zonespeed","vertapprangle","horzapprangle","zonetime","exitspeed","angle","direction","hitspinrate","positionat110x","positionat110y","positionat110z","distance","lasttrackeddistance","bearing","hangtime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","hometeam","awayteam","stadium","level","league","gameid","pitchuid","effectivevelo","maxheight","measuredduration","speeddrop","pitchlastmeasuredx","pitchlastmeasuredy","pitchlastmeasuredz","contactpositionx","contactpositiony","contactpositionz","gameuid","utcdate","utctime","localdatetime","utcdatetime","autohittype","system","hometeamforeignid","awayteamforeignid","gameforeignid","catcher","catcherid","catcherthrows","catcherteam","playid","pitchtrajectoryxc0","pitchtrajectoryxc1","pitchtrajectoryxc2","pitchtrajectoryyc0","pitchtrajectoryyc1","pitchtrajectoryyc2","pitchtrajectoryzc0","pitchtrajectoryzc1","pitchtrajectoryzc2","hitspinaxis","hittrajectoryxc0","hittrajectoryxc1","hittrajectoryxc2","hittrajectoryxc3","hittrajectoryxc4","hittrajectoryxc5","hittrajectoryxc6","hittrajectoryxc7","hittrajectoryxc8","hittrajectoryyc0","hittrajectoryyc1","hittrajectoryyc2","hittrajectoryyc3","hittrajectoryyc4","hittrajectoryyc5","hittrajectoryyc6","hittrajectoryyc7","hittrajectoryyc8","hittrajectoryzc0","hittrajectoryzc1","hittrajectoryzc2","hittrajectoryzc3","hittrajectoryzc4","hittrajectoryzc5","hittrajectoryzc6","hittrajectoryzc7","hittrajectoryzc8","throwspeed","poptime","exchangetime","timetobase","catchpositionx","catchpositiony","catchpositionz","throwpositionx","throwpositiony","throwpositionz","basepositionx","basepositiony","basepositionz","throwtrajectoryxc0","throwtrajectoryxc1","throwtrajectoryxc2","throwtrajectoryyc0","throwtrajectoryyc1","throwtrajectoryyc2","throwtrajectoryzc0","throwtrajectoryzc1","throwtrajectoryzc2","pitchreleaseconfidence","pitchlocationconfidence","pitchmovementconfidence","hitlaunchconfidence","hitlandingconfidence","catcherthrowcatchconfidence","catcherthrowreleaseconfidence","catcherthrowlocationconfidence","spinaxis3dtransverseangle","spinaxis3dlongitudinalangle","spinaxis3dactivespinrate","spinaxis3dspinefficiency","spinaxis3dtilt","spinaxis3dvectorx","spinaxis3dvectory","spinaxis3dvectorz","spinaxis3dseamorientationrotationx","spinaxis3dseamorientationrotationy","spinaxis3dseamorientationrotationz","spinaxis3dseamorientationballyamb1","spinaxis3dseamorientationballanglehorizontalamb1","spinaxis3dseamorientationballzamb1","spinaxis3dseamorientationballangleverticalamb2","spinaxis3dseamorientationballzamb2","spinaxis3dseamorientationballxamb4","spinaxis3dseamorientationballyamb4","spinaxis3dseamorientationballanglehorizontalamb2","spinaxis3dseamorientationballangleverticalamb1","spinaxis3dseamorientationballxamb1","spinaxis3dseamorientationballyamb2","spinaxis3dseamorientationballanglehorizontalamb4","spinaxis3dseamorientationballangleverticalamb4","spinaxis3dseamorientationballxamb2","spinaxis3dseamorientationballangleverticalamb3","spinaxis3dseamorientationballanglehorizontalamb3","spinaxis3dseamorientationballxamb3","spinaxis3dseamorientationballyamb3","spinaxis3dseamorientationballzamb3","spinaxis3dseamorientationballzamb4","batspeed","verticalattackangle","horizontalattackangle","year","month","day"
"21","2026-02-28","17:44:42.34","2","6","Walker, Jonah","807939","Left","NOR_BIS","Serna, Mateo","806219","Right","MIZ_TIG","Undefined","4","Bottom","0","3","2","Curveball","Curveball","BallCalled","Walk","Undefined","Undefined","0","0","","75.95441","2.584106","0.079214","2375.050485","351.130913","5:45","5.57636","-0.91154","5.42276","-54.01322","-5.11792","1.01453","3.49738","-0.75279","70.22489","-7.237738","0.259803","0.503275",,,,,,,,,,,,"-0.48961","-2.7824","0.90378","50.0","5.76801","-0.19115","-110.33095","3.17899","-0.60877","18.01951","-35.63377","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","748d0150-14ff-11f1-9d47-ad81a36dfdfe","74.89438",,,"5.72952",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:44:42.34","2026-02-28T17:44:42.3420000-06:00","2026-02-28T23:44:42.3420000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","9649c45d-d21d-4c24-9ce4-5d537d2a5310","55.07913","-111.15738","9.00976","5.58473","4.81328","-17.81689","0.91191","-0.16323","-0.30438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"22","2026-02-28","17:47:16.32","3","1","Walker, Jonah","807939","Left","NOR_BIS","Ward, Blaize","1000263242","Left","MIZ_TIG","Undefined","4","Bottom","0","0","0","Curveball","Curveball","BallCalled","Undefined","Undefined","Undefined","0","0","","76.87146","0.091423","0.018461","2357.18751","335.552492","5:15","5.63101","-1.18766","5.40386","-56.90767","-8.72725","4.64933","0.97437","-0.78292","70.93503","-10.210607","0.848384","0.499582",,,,,,,,,,,,"-2.34414","-4.01205","1.18262","50.0","5.59891","-0.2131","-111.67762","-1.748","-2.95096","20.71427","-37.22469","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","d051e500-14ff-11f1-9d47-ad81a36dfdfe","75.44795",,,"5.93643",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:47:16.32","2026-02-28T17:47:16.3270000-06:00","2026-02-28T23:47:16.3270000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","fc7ef41b-c5a2-45bd-9614-fabad2656d54","55.09844","-112.61931","10.35713","5.63991","-0.05571","-18.61235","1.18926","-0.07895","-1.47548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"23","2026-02-28","17:47:37.11","3","2","Walker, Jonah","807939","Left","NOR_BIS","Ward, Blaize","1000263242","Left","MIZ_TIG","Undefined","4","Bottom","0","2","0","Fastball","Slider","BallCalled","Undefined","Undefined","Undefined","0","0","","86.51351","0.366844","1.577639","2198.3684","163.033673","11:30","5.83631","-1.05137","5.88472","-30.82238","6.36721","-1.60071","3.60856","0.28062","79.42622","-5.345507","1.290439","0.438917",,,,,,,,,,,,"1.23898","3.51784","0.92498","50.0","5.84817","-3.39594","-125.69566","-0.23256","1.98938","24.6113","-26.5256","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","dcb520f0-14ff-11f1-9d47-ad81a36dfdfe","85.87606",,,"7.08729",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:47:37.11","2026-02-28T17:47:37.1160000-06:00","2026-02-28T23:47:37.1160000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","7fcc176f-5deb-483a-9031-01b7d8148590","54.61393","-126.59585","12.30565","5.83893","0.73764","-13.2628","1.05052","-3.4687","0.99469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"24","2026-02-28","17:48:06.59","3","3","Walker, Jonah","807939","Left","NOR_BIS","Ward, Blaize","1000263242","Left","MIZ_TIG","Undefined","4","Bottom","0","3","0","Fastball","Four-Seam","InPlay","Undefined","Bunt","Sacrifice","1","0","","88.47897","-1.486691","1.056843","2281.240301","157.510399","11:15","5.89929","-0.93425","5.78186","-23.40281","12.55453","-4.70922","2.56528","-0.34327","80.71373","-5.861467","0.212973","0.431584","27.13084","-43.869639","17.782836",,,,,"5.08417","4.93493","21.119546","0.081901","2.7311","7.18981","0.85004","50.0","5.76264","-2.17386","-128.44529","-4.10132","4.54185","27.73736","-20.21745","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","ee43e900-14ff-11f1-9d47-ad81a36dfdfe","87.33514","2.30968",,"7.76524",,,,"2.45479","2.30968","1.0981","bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:48:06.59","2026-02-28T17:48:06.5970000-06:00","2026-02-28T23:48:06.5970000Z","GroundBall","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","b0f6902a-10eb-430f-ae9d-6ef5651fb36a","54.71756","-129.46002","13.86868","5.89915","-3.3617","-10.10872","0.93261","-2.34002","2.27092","180.0","2.44663","27.93462",,,,,,,,"2.31791","-28.20101",,,,,,,,"1.09549","8.9596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","Medium","High","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"25","2026-02-28","17:49:47.62","4","1","Walker, Jonah","807939","Left","NOR_BIS","George, Jamal","805322","Right","MIZ_TIG","Undefined","4","Bottom","1","0","0","Curveball","Curveball","StrikeCalled","Undefined","Undefined","Undefined","0","0","","75.41715","1.743663","0.127624","2393.756912","309.96009","4:15","5.58373","-1.11868","5.58048","-56.27401","-6.73489","9.80599","2.52319","-0.18233","69.58553","-8.510067","1.880193","0.506577",,,,,,,,,,,,"-4.92071","-3.40811","1.10119","50.0","5.69684","-0.60861","-109.58595","1.50828","-5.9948","19.03291","-36.32606","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","2a872800-1500-11f1-9d47-ad81a36dfdfe","74.4061",,,"5.83162",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:49:47.62","2026-02-28T17:49:47.6200000-06:00","2026-02-28T23:49:47.6200000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","dda53b53-7fcc-401e-a0b0-e5f85ee59782","54.92165","-110.43743","9.51646","5.59302","3.13341","-18.16303","1.12242","-0.34042","-2.9974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"26","2026-02-28","17:50:04.64","4","2","Walker, Jonah","807939","Left","NOR_BIS","George, Jamal","805322","Right","MIZ_TIG","Undefined","4","Bottom","1","0","1","Curveball","Curveball","StrikeSwinging","Undefined","Undefined","Undefined","0","0","","74.21705","1.461495","-0.690328","2341.952802","310.34421","4:15","5.56268","-1.13501","5.62386","-56.7383","-5.28185","8.18174","2.1987","-1.09742","68.02031","-8.909427","0.773472","0.516287",,,,,,,,,,,,"-4.33166","-2.55571","1.18856","50.0","5.65107","0.99651","-107.75328","0.94974","-5.06241","19.76531","-35.16093","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","34ac81e0-1500-11f1-9d47-ad81a36dfdfe","73.00674",,,"6.19674",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:50:04.64","2026-02-28T17:50:04.6410000-06:00","2026-02-28T23:50:04.6410000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","c1948dbf-f0ac-4db1-a424-5121a015c1a6","54.87648","-108.64409","9.88265","5.57256","2.53443","-17.58046","1.13851","1.22467","-2.53121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"27","2026-02-28","17:50:23.18","4","3","Walker, Jonah","807939","Left","NOR_BIS","George, Jamal","805322","Right","MIZ_TIG","Undefined","4","Bottom","1","0","2","Curveball","Curveball","InPlay","Undefined","GroundBall","Single","0","1","","75.86826","0.89711","0.593125","2294.693218","348.756531","5:45","5.64111","-0.91087","5.62474","-54.96038","-6.20729","1.51803","1.89833","-0.23088","70.24662","-9.109163","0.864828","0.502542","86.65546","-8.896263","-32.033878",,,,,"16.59296","16.48932","-26.134045","0.120862","-0.61756","-3.04055","0.85931","50.0","5.68164","-1.19672","-110.30368","-0.03303","-0.76353","18.97377","-35.93327","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","3fb1b470-1500-11f1-9d47-ad81a36dfdfe","75.00354","2.22062",,"5.62164",,,,"2.21861","2.22062","0.42716","bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:50:23.18","2026-02-28T17:50:23.1870000-06:00","2026-02-28T23:50:23.1870000Z","GroundBall","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","73978a86-ac24-4731-8e82-a890bf09ba2c","54.87806","-111.13961","9.48688","5.64822","1.55008","-17.96664","0.91129","-1.16308","-0.38177","209.237082","2.21868","106.43828","-12.76953",,,,,,,"2.22004","-19.59123","10.15692",,,,,,,"0.42671","-66.5525","21.1315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","Medium","High","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.80788","15.95151","-9.09681","2026","02","28"
"28","2026-02-28","17:51:08.00","5","1","Walker, Jonah","807939","Left","NOR_BIS","Benson, Cameron","813272","Left","MIZ_TIG","Undefined","4","Bottom","1","0","0","Curveball","Curveball","InPlay","Undefined","Bunt","Single","0","1","","74.9718","0.459234","-0.443266","2448.057439","317.585011","4:30","5.63773","-0.94129","5.14017","-58.78881","-7.54874","8.38248","1.17111","-0.66014","69.05953","-10.147142","1.045212","0.515201","31.35367","-20.519728","31.280908",,,,,"6.68669","4.01664","26.979573","0.082878","-4.3465","-3.52823","0.97591","50.0","5.63468","0.52448","-108.85466","-1.11866","-5.19096","19.93896","-36.38776","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","5a77cce0-1500-11f1-9d47-ad81a36dfdfe","73.16072","1.3491",,"5.91227",,,,"2.8784","1.3491","1.16196","bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:51:08.00","2026-02-28T17:51:08.0000000-06:00","2026-02-28T23:51:08.0000000Z","GroundBall","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","f5f04be2-ea9c-4b8a-bb2e-b4069e0f1172","55.3624","-109.8325","9.96948","5.64578","0.66586","-18.19388","0.94395","0.77906","-2.59548","180.0","2.87356","37.17",,,,,,,,"1.35122","-16.27822",,,,,,,,"1.15902","22.58275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","Low","Low","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"29","2026-02-28","17:51:53.74","6","1","Walker, Jonah","807939","Left","NOR_BIS","Maisonet, Eric","835908","Right","MIZ_TIG","Undefined","4","Bottom","1","0","0","Curveball","Curveball","BallCalled","Undefined","Undefined","Undefined","0","0","","76.30063","-0.340345","0.752884","2533.411394","313.958339","4:30","5.57621","-0.85964","5.71858","-52.92078","-4.96036","6.57248","0.84908","0.38943","70.95862","-9.963858","1.932323","0.49844",,,,,,,,,,,,"-3.16799","-2.05819","0.79253","50.0","5.51466","-1.69449","-110.96523","-2.34103","-3.96978","18.92851","-34.75315","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","75ab4d20-1500-11f1-9d47-ad81a36dfdfe","75.62082",,,"5.34202",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:51:53.74","2026-02-28T17:51:53.7480000-06:00","2026-02-28T23:51:53.7480000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","8bbabbcd-f9b2-4694-9e19-972f00723e15","54.784","-111.77831","9.46426","5.58316","-0.8482","-17.37658","0.86166","-1.52397","-1.98489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"30","2026-02-28","17:52:14.15","6","2","Walker, Jonah","807939","Left","NOR_BIS","Maisonet, Eric","835908","Right","MIZ_TIG","Undefined","4","Bottom","1","1","0","Curveball","Curveball","BallCalled","Undefined","Undefined","Undefined","0","0","","75.42333","0.720447","-0.119857","2305.013226","347.293404","5:30","5.67487","-1.0058","5.53591","-57.24999","-7.63036","2.05732","1.57748","-0.94639","69.74764","-9.678857","0.248033","0.506988",,,,,,,,,,,,"-1.07378","-3.59996","1.0148","50.0","5.6991","0.15302","-109.6209","-0.49207","-1.30778","19.21158","-36.55857","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","81eef320-1500-11f1-9d47-ad81a36dfdfe","74.34576",,,"5.67569",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:52:14.15","2026-02-28T17:52:14.1510000-06:00","2026-02-28T23:52:14.1510000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","00c78395-94b9-450a-a37d-9a17966a479c","54.96623","-110.48783","9.60579","5.68408","1.15764","-18.27929","1.00656","0.21203","-0.65389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"31","2026-02-28","17:52:36.44","6","3","Walker, Jonah","807939","Left","NOR_BIS","Maisonet, Eric","835908","Right","MIZ_TIG","Undefined","4","Bottom","1","2","0","Fastball","Slider","StrikeCalled","Undefined","Undefined","Undefined","0","0","","85.293","-0.220777","0.880235","2203.423977","167.437155","11:30","5.84962","-0.84113","5.85585","-31.65514","6.8376","-1.25016","3.00654","-0.1274","77.99224","-6.091695","0.655862","0.44654",,,,,,,,,,,,"0.88535","3.94996","0.77038","50.0","5.81338","-1.8517","-123.8731","-1.53141","1.37296","25.19739","-26.04868","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","8f21db20-1500-11f1-9d47-ad81a36dfdfe","84.40991",,,"7.30076",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:52:36.44","2026-02-28T17:52:36.4400000-06:00","2026-02-28T23:52:36.4400000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","4ada7785-fa4e-461d-9de4-bd1f0753f0d7","54.64163","-124.81369","12.59869","5.85239","-0.55903","-13.02434","0.84046","-1.90296","0.68648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"32","2026-02-28","17:52:56.62","6","4","Walker, Jonah","807939","Left","NOR_BIS","Maisonet, Eric","835908","Right","MIZ_TIG","Undefined","4","Bottom","1","2","1","Fastball","Slider","FoulBallNotFieldable","Undefined","Undefined","Undefined","0","0","","86.09973","-0.417874","1.668185","2267.28011","170.064776","11:45","5.87814","-0.77638","5.71749","-30.38848","7.48004","-1.10535","2.95633","0.68592","78.98006","-6.034706","1.470431","0.442905",,,,,,,,,,,,"1.02421","4.26292","0.6376","50.0","5.82434","-3.59664","-125.04909","-1.94534","1.62355","24.95963","-25.41664","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","9b25e010-1500-11f1-9d47-ad81a36dfdfe","85.10275",,,"7.11967",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:52:56.62","2026-02-28T17:52:56.6290000-06:00","2026-02-28T23:52:56.6290000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","1f2f98b5-71c0-42af-ae04-8c4bd82fa520","54.78217","-125.99999","12.47981","5.88001","-0.97703","-12.70832","0.7758","-3.65849","0.81177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"33","2026-02-28","17:53:22.79","6","5","Walker, Jonah","807939","Left","NOR_BIS","Maisonet, Eric","835908","Right","MIZ_TIG","Undefined","4","Bottom","1","2","2","Curveball","Curveball","InPlay","Undefined","GroundBall","Single","0","0","","77.46351","1.479628","0.014345","2425.826426","331.720079","5:00","5.59836","-1.03848","5.5268","-53.64668","-6.58705","4.30618","2.51136","-0.66622","71.39232","-8.289431","0.783276","0.493737",,,,,,,,,,,,"-2.18291","-3.35886","1.03424","50.0","5.6907","-0.19079","-112.55833","1.11838","-2.80432","20.1691","-36.48903","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","aac66cb0-1500-11f1-9d47-ad81a36dfdfe","76.34112",,,"6.07119",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:53:22.79","2026-02-28T17:53:22.7900000-06:00","2026-02-28T23:53:22.7900000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","85b34fd1-833f-41b3-96e9-b2f9c933e06f","54.97545","-113.44637","10.08455","5.60609","2.72497","-18.24452","1.03992","-0.06732","-1.40216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"34","2026-02-28","17:54:03.87","7","1","Walker, Jonah","807939","Left","NOR_BIS","Parker, Sam","806179","Left","MIZ_TIG","Undefined","4","Bottom","1","0","0","Curveball","Curveball","StrikeCalled","Undefined","Undefined","Undefined","0","0","","75.92257","2.1747","0.270863","2351.231994","323.857993","4:45","5.7153","-0.886","5.37813","-56.63751","-7.43953","6.49174","3.03519","-0.0911","70.06153","-8.106973","1.426165","0.50483",,,,,,,,,,,,"-3.18874","-3.87319","0.857","50.0","5.86968","-0.76912","-110.27879","2.28275","-3.94204","18.90036","-36.96224","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","c33e7670-1500-11f1-9d47-ad81a36dfdfe","74.66362",,,"5.86103",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:54:03.87","2026-02-28T17:54:03.8750000-06:00","2026-02-28T23:54:03.8750000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","edb57e80-54ef-4ffc-a231-d05e7a3cb7ca","55.12425","-111.15356","9.45018","5.72444","3.99347","-18.48112","0.88838","-0.58668","-1.97102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"35","2026-02-28","17:54:22.49","7","2","Walker, Jonah","807939","Left","NOR_BIS","Parker, Sam","806179","Left","MIZ_TIG","Undefined","4","Bottom","1","0","1","Slider","Slider","BallCalled","Undefined","Undefined","Undefined","0","0","","76.94319","-0.541992","0.448461","2380.369565","270.150097","3:00","5.655","-0.86276","5.44514","-46.4429","1.45504","7.11115","1.27727","0.14972","71.01728","-8.995421","1.717034","0.498115",,,,,,,,,,,,"-3.47823","1.29886","0.81803","50.0","5.57492","-1.14349","-111.76349","-2.57991","-4.40144","20.05809","-30.53044","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","ce731d70-1500-11f1-9d47-ad81a36dfdfe","75.67012",,,"5.92591",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:54:22.49","2026-02-28T17:54:22.4990000-06:00","2026-02-28T23:54:22.4990000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","ba5d09c5-4b83-492e-9cdd-ea34561a9caf","55.05534","-112.66712","10.02905","5.66016","-1.2045","-15.26522","0.86508","-0.9452","-2.20072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
"36","2026-02-28","17:54:40.65","7","3","Walker, Jonah","807939","Left","NOR_BIS","Parker, Sam","806179","Left","MIZ_TIG","Undefined","4","Bottom","1","1","1","Slider","Slider","BallCalled","Undefined","Undefined","Undefined","0","0","","77.97149","1.849525","-0.258196","2377.864209","251.514995","2:30","5.7287","-0.77128","5.33733","-43.04191","3.6602","6.80122","3.87765","-0.44674","71.69902","-6.018732","0.950095","0.491858",,,,,,,,,,,,"-3.47504","1.7787","0.78952","50.0","5.8647","0.24143","-113.20855","2.2081","-4.53294","19.67504","-29.85388","MIZ_TIG","NOR_BIS","TaylorStadium","D1","SEC","20260228-TaylorStadium-3","d928d070-1500-11f1-9d47-ad81a36dfdfe","76.63276",,,"6.27247",,,,,,,"bef09457-2091-4c2d-8883-3b9e5841a581","2026-02-28","23:54:40.65","2026-02-28T17:54:40.6530000-06:00","2026-02-28T23:54:40.6530000Z","","v3","4806","471388","509f340b254c4b3a96c253b40ff1333c","Gustafson, Evan","1000308757","Right","NOR_BIS","71ce86f3-bd3e-4d7b-99a0-f4fc71fe4759","55.16215","-114.10218","9.83752","5.73362","3.56405","-14.92694","0.77388","0.44731","-2.26647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High","High","High","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2026","02","28"
